web_scraper_order,web_scraper_start_url,image,type,prix,adresse
"1766586740-1184","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2651615_uploaded_image1_1601048656.jpg","Mocassins homme","20 000CFA","Dakar, Sénégal"
"1766586740-1185","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2651596_uploaded_image1_1601047945.jpg","Mocassin Homme","20 000CFA","Dakar, Sénégal"
"1766586740-1186","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2651335_uploaded_image1_1601040539.jpg","Chaussures  homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1766586740-1187","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2649866_uploaded_image1_1600977813.jpg","Chaussures homme","5 000CFA","Guédiawaye, Dakar, Sénégal"
"1766586740-1188","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2649743_uploaded_image1_1600973655.jpg","Mocassins homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766586740-1189","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2648831_uploaded_image1_1600949493.jpg","Baskets  homme","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586740-1190","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2648828_uploaded_image1_1600949417.jpg","Chaussures hommes","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586740-1191","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2648566_uploaded_image1_1600943504.jpg","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766586740-1192","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2647976_uploaded_image1_1600910355.jpg","Baskets Puma RX Toys Homme","10 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1766586740-1193","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2647888_uploaded_image1_1600905083.jpg","Baskets Dior","Prix sur demande","Colobane, Dakar, Sénégal"
"1766586740-1194","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2647791_uploaded_image1_1600900668.jpg","Chaussures Air force one","24 900CFA","Almadies, Dakar, Sénégal"
"1766586740-1195","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2647787_uploaded_image1_1600900608.jpg","Baskets Nike Zoom","34 900CFA","Almadies, Dakar, Sénégal"
"1766586740-1196","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2647785_uploaded_image1_1600900533.jpg","Chaussures Air 270","29 900CFA","Almadies, Dakar, Sénégal"
"1766586740-1197","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2646892_uploaded_image1_1600872983.jpg","Baskets Nike Homme","18 000CFA","Dakar, Sénégal"
"1766586740-1198","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2646890_uploaded_image1_1600872893.jpg","Baskets Jordan 1 Low","18 000CFA","Dakar, Sénégal"
"1766586740-1199","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2646398_uploaded_image1_1600860509.jpg","Sandales homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal"
"1766586740-1200","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2646380_uploaded_image1_1600860218.jpg","Baskets homme","Prix sur demande","Yoff, Dakar, Sénégal"
"1766586740-1201","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2644778_uploaded_image1_1600792908.jpg","Sandales homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586740-1202","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2644746_uploaded_image1_1600791902.jpg","Sandales homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586740-1203","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2644736_uploaded_image1_1600791527.jpg","Chaussures   homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586740-1204","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2644683_uploaded_image1_1600790388.jpg","Chaussures Nike","20 000CFA","Yoff, Dakar, Sénégal"
"1766586740-1205","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2644418_uploaded_image1_1600784436.jpg","Baskets Nike Air Force One","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586740-1206","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2644143_uploaded_image2_1600777651.jpeg","Baskets Air Jordan","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586740-1207","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2642757_uploaded_image1_1600724617.jpg","Chaussures en cuir","8 000CFA","Keur Massar, Sénégal"
"1766586740-1208","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2642622_uploaded_image1_1600719545.jpg","Chaussures locales","13 000CFA","Cambérène, Dakar, Sénégal"
"1766586740-1209","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2642616_uploaded_image1_1600719373.jpg","Chaussures locales","13 000CFA","Cambérène, Dakar, Sénégal"
"1766586740-1210","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2642321_uploaded_image1_1600711405.jpg","Chaussures homme","7 500CFA","Grand Yoff, Dakar, Sénégal"
"1766586740-1211","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2641693_uploaded_image1_1600695596.jpg","Chaussures hommes","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586740-1212","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2640521_uploaded_image1_1600650385.jpg","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586740-1213","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2640436_uploaded_image1_1600644566.jpg","Chaussures Versace two chainz","22 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586740-1214","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2640429_uploaded_image1_1600644318.jpg","Baskets homme","Prix sur demande","Geule Tapée, Dakar, Sénégal"
"1766586740-1215","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2640118_uploaded_image1_1600629638.jpg","Chaussures Zara","Prix sur demande","Grand Dakar, Dakar, Sénégal"
"1766586740-1216","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2639979_uploaded_image1_1600624080.jpg","Chaussures Nike Air Force One","35 000CFA","HLM, Dakar, Sénégal"
"1766586740-1217","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2639975_uploaded_image1_1600623997.jpg","Baskets Nike Zoom","28 000CFA","Ouakam, Dakar, Sénégal"
"1766586740-1218","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2639972_uploaded_image1_1600623935.jpg","Baskets Air Nike 270","35 000CFA","Sicap Liberté, Dakar, Sénégal"
"1766586740-1219","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2639968_uploaded_image1_1600623858.jpg","Chaussures Air Force One","30 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1766586740-1220","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2639966_uploaded_image1_1600623784.jpg","Baskets Air Force One","30 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1766586740-1221","https://sn.coinafrique.com/categorie/chaussures-homme?page=105","https://images.coinafrique.com/thumb_2639963_uploaded_image1_1600623682.jpg","Chaussures Nike Zoom","35 000CFA","Sicap Liberté, Dakar, Sénégal"
