web_scraper_order,web_scraper_start_url,image,type,prix,adresse
"1766587018-6746","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4117240_uploaded_image1_1677785110.jpg","Chaussures Lacoste","Prix sur demande","Diamalaye 1, Dakar, Sénégal"
"1766587018-6747","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4117025_uploaded_image1_1677777473.jpg","Baskets Air Force 1 Undefeated","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587018-6748","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4117019_uploaded_image1_1677777216.jpg","Baskets Jordan 4","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587018-6749","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4117007_uploaded_image3_1677776769.jpeg","Baskets Nike Air Jordan 1 Low Travis Scott","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587018-6750","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4072674_uploaded_image1_1675187176.jpg","Chaussures hommes","15 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6751","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4116393_uploaded_image1_1677758733.jpg","Chaussures homme","18 000CFA","Dakar, Sénégal"
"1766587018-6752","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4072520_uploaded_image1_1675181880.jpg","Chaussures homme","30 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6753","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4072523_uploaded_image1_1675181944.jpg","Chaussures homme","30 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6754","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4115145_uploaded_image1_1677689881.jpg","Baskets Air Jordan Retro 13","25 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766587018-6755","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4072460_uploaded_image1_1675179383.jpg","Chaussures homme","30 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6756","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114208_uploaded_image2_1677666917.jpeg","Mocassins  cuir","10 000CFA","Dakar, Sénégal"
"1766587018-6757","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114205_uploaded_image1_1677666739.jpg","Baskets Stan Smith","15 000CFA","Dakar, Sénégal"
"1766587018-6758","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114192_uploaded_image1_1677666408.jpg","Baskets Nike Air Force","15 000CFA","Dakar, Sénégal"
"1766587018-6759","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114189_uploaded_image1_1677666306.jpg","Baskets All Star","15 000CFA","Dakar, Sénégal"
"1766587018-6760","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114187_uploaded_image1_1677666121.jpg","Baskets Nike Air Force One","15 000CFA","Pikine, Sénégal"
"1766587018-6761","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114058_uploaded_image1_1677662495.jpg","Baskets Air Force 1","13 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6762","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114053_uploaded_image1_1677662408.jpg","Baskets Air Force 1","13 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6763","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114050_uploaded_image1_1677662311.jpg","Sandales orthopédiques","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6764","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4114045_uploaded_image1_1677662139.jpg","Sandales orthopédiques","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6765","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4113313_uploaded_image1_1677609187.jpg","Chaussures homme","15 000CFA","HLM, Dakar, Sénégal"
"1766587018-6766","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4070178_uploaded_image1_1675030092.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6767","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4070192_uploaded_image1_1675030764.jpg","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6768","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4070171_uploaded_image1_1675029521.jpg","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6769","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4070173_uploaded_image1_1675029663.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6770","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4070162_uploaded_image1_1675029254.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6771","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4070166_uploaded_image1_1675029395.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6772","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4112196_uploaded_image1_1677545017.jpg","Chaussures homme","20 000CFA","Dakar, Sénégal"
"1766587018-6773","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4111970_uploaded_image1_1677530358.jpg","Sneakers homme","20 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587018-6774","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4111392_uploaded_image1_1677504438.jpg","Chaussures homme","25 000CFA","Ouest Foire, Dakar, Sénégal"
"1766587018-6775","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4110480_uploaded_image1_1677432058.jpg","Baskets Adidas","35 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6776","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4110477_uploaded_image1_1677431755.jpg","Baskets Air Max","35 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6777","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108727_uploaded_image1_1677271108.jpg","Boots Timberland","18 000CFA","Dakar, Sénégal"
"1766587018-6778","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108726_uploaded_image1_1677271023.jpg","Chaussures homme","18 000CFA","Dakar, Sénégal"
"1766587018-6779","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4065510_uploaded_image1_1674686813.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6780","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108352_uploaded_image1_1677251118.jpg","Chaussures hommes","15 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6781","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108348_uploaded_image1_1677250999.jpg","Chaussures hommes","20 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6782","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108343_uploaded_image2_1677250907.jpeg","Chaussures hommes","16 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6783","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108339_uploaded_image3_1677250780.jpeg","Chaussures hommes","17 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587018-6784","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108323_uploaded_image1_1677250334.jpg","Chaussures hommes Balenciaga","Prix sur demande","Grand Yoff, Dakar, Sénégal"
"1766587018-6785","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4108218_uploaded_image1_1677245894.jpg","Chaussures homme","4 000CFA","Dakar, Sénégal"
"1766587018-6786","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4063677_uploaded_image1_1674584284.jpg","Chaussures Air max","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6787","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4063671_uploaded_image1_1674583968.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6788","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4106670_uploaded_image1_1677152259.jpg","Baskets Aire Force One","15 500CFA","Dakar, Sénégal"
"1766587018-6789","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4104814_uploaded_image1_1677049395.jpg","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766587018-6790","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4104811_uploaded_image1_1677049302.jpg","Chaussures  homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766587018-6791","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4104810_uploaded_image1_1677049238.jpg","Chaussures  homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766587018-6792","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4104649_uploaded_image1_1677019778.jpg","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal"
"1766587018-6793","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4061770_uploaded_image1_1674477855.jpg","Baskets Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6794","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4061769_uploaded_image1_1674477796.jpg","Baskets Air Max","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6795","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4061752_uploaded_image1_1674477480.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6796","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4061782_uploaded_image1_1674478051.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6797","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4102866_uploaded_image1_1676921553.jpg","Chaussures  homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766587018-6798","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4102622_uploaded_image1_1676911096.jpg","Baskets  Jordan 9","18 000CFA","Fass, Dakar, Sénégal"
"1766587018-6799","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4102613_uploaded_image1_1676910890.jpg","Baskets  Jordan 1","18 000CFA","Fass, Dakar, Sénégal"
"1766587018-6800","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4060120_uploaded_image1_1674340073.jpg","Chaussures homme","18 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587018-6801","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4101662_uploaded_image1_1676850421.jpg","Chaussures Air Jordan 4","25 000CFA","Dakar, Sénégal"
"1766587018-6802","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4101660_uploaded_image1_1676850392.jpg","Chaussures Jordan 4","18 000CFA","Medina, Dakar, Sénégal"
"1766587018-6803","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4101658_uploaded_image1_1676850135.jpg","Chaussures Yeezy","20 000CFA","Dakar, Sénégal"
"1766587018-6804","https://sn.coinafrique.com/categorie/chaussures-homme?page=39","https://images.coinafrique.com/thumb_4101653_uploaded_image1_1676849556.jpg","Baskets homme","10 000CFA","Medina, Dakar, Sénégal"
"1766587022-6805","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4109554_uploaded_image1_1677338822.jpg","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6806","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4109548_uploaded_image1_1677338589.jpg","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6807","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4109551_uploaded_image1_1677338691.jpg","Chaussures homme","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6808","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4146435_uploaded_image1_1679604015.jpg","Chaussures Jordan 15","55 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766587022-6809","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4143695_uploaded_image1_1679433919.jpg","Chaussures Berluti","30 000CFA","Dakar, Sénégal"
"1766587022-6810","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4102717_uploaded_image1_1676914153.jpg","Baskets Air Force","14 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6811","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4102718_uploaded_image1_1676914211.jpg","Baskets Air Force","14 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6812","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4143569_uploaded_image1_1679427919.jpg","Chaussures Jordan","Prix sur demande","Parcelle Assainies, Dakar, Sénégal"
"1766587022-6813","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4143282_uploaded_image1_1679416587.jpg","Baskets Adidas","20 000CFA","Dakar, Sénégal"
"1766587022-6814","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4142097_uploaded_image1_1679348325.jpg","Chaussures Nike Air Max","12 000CFA","Sicap Liberté, Dakar, Sénégal"
"1766587022-6815","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4141762_uploaded_image1_1679330932.jpg","Babouches en cuir","10 000CFA","Medina, Dakar, Sénégal"
"1766587022-6816","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099743_uploaded_image1_1676686349.jpg","Chaussures hommes","13 500CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6817","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099746_uploaded_image1_1676686498.jpg","Chaussures Puma","13 500CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6818","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099748_uploaded_image1_1676686747.jpg","Baskets Nike Air Force 1","13 500CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6819","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4106127_uploaded_image1_1677106405.jpg","Chaussures homme","20 000CFA","Diamniadio, Sénégal"
"1766587022-6820","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4101599_uploaded_image1_1676845906.jpg","Chaussures Wallabess","16 000CFA","Diamniadio, Sénégal"
"1766587022-6821","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4106112_uploaded_image1_1677105738.jpg","Chaussures homme","10 500CFA","Diamniadio, Sénégal"
"1766587022-6822","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4101584_uploaded_image1_1676845246.jpg","Chaussures Stan Smith","13 000CFA","Diamniadio, Sénégal"
"1766587022-6823","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4103044_uploaded_image1_1676930981.jpg","Chaussures homme","10 000CFA","Diamniadio, Sénégal"
"1766587022-6824","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4103027_uploaded_image1_1676930024.jpg","Chaussures homme","13 000CFA","Diamniadio, Sénégal"
"1766587022-6825","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4103033_uploaded_image1_1676930162.jpg","Chaussures Stan Smith","13 000CFA","Diamniadio, Sénégal"
"1766587022-6826","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099344_uploaded_image1_1676659476.jpg","Chaussures homme","25 000CFA","Diamniadio, Sénégal"
"1766587022-6827","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099346_uploaded_image1_1676659550.jpg","Chaussures homme","45 000CFA","Diamniadio, Sénégal"
"1766587022-6828","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099337_uploaded_image1_1676659089.jpg","Chaussures Air max","20 000CFA","Diamniadio, Sénégal"
"1766587022-6829","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099343_uploaded_image1_1676659371.jpg","Chaussures homme","20 000CFA","Diamniadio, Sénégal"
"1766587022-6830","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099329_uploaded_image1_1676658902.jpg","Chaussures homme","18 000CFA","Diamniadio, Sénégal"
"1766587022-6831","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099309_uploaded_image1_1676658455.jpg","Chaussures homme","25 000CFA","Diamniadio, Sénégal"
"1766587022-6832","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099306_uploaded_image1_1676658373.jpg","Chaussures homme","20 000CFA","Diamniadio, Sénégal"
"1766587022-6833","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099242_uploaded_image1_1676655407.jpg","Chaussures homme","16 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6834","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099239_uploaded_image1_1676655259.jpg","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6835","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099240_uploaded_image1_1676655347.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6836","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4099235_uploaded_image1_1676655125.jpg","Chaussures homme","10 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6837","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4137124_uploaded_image1_1678982822.jpg","Baskets Adidas Gazelle","25 000CFA","Ouest Foire, Dakar, Sénégal"
"1766587022-6838","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4136442_uploaded_image1_1678951167.jpg","Baskets Air Jordan 4","18 500CFA","Dakar, Sénégal"
"1766587022-6839","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4136267_uploaded_image2_1678922420.jpeg","Baskets  Jordan","35 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587022-6840","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4135896_uploaded_image1_1678903521.jpg","Chaussures Addidas","18 000CFA","Colobane, Dakar, Sénégal"
"1766587022-6841","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4135892_uploaded_image1_1678903363.jpg","Chaussures Addidas","18 000CFA","Colobane, Dakar, Sénégal"
"1766587022-6842","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4135880_uploaded_image1_1678902894.jpg","Chaussures homme","18 000CFA","Dakar, Sénégal"
"1766587022-6843","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4135877_uploaded_image1_1678902799.jpg","Chaussures homme","18 000CFA","Dakar, Sénégal"
"1766587022-6844","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4134862_uploaded_image1_1678863759.jpg","Baskets Jordan","17 500CFA","Dakar, Sénégal"
"1766587022-6845","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4134860_uploaded_image1_1678863632.jpg","Chaussure homme","17 500CFA","Dakar, Sénégal"
"1766587022-6846","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092320_uploaded_image1_1676237715.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6847","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092387_uploaded_image1_1676240124.jpg","Chaussures Stan smith","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6848","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092377_uploaded_image1_1676239833.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6849","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092362_uploaded_image1_1676239308.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6850","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092357_uploaded_image1_1676239089.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6851","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092358_uploaded_image1_1676239156.jpg","Chaussures homme","45 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6852","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092349_uploaded_image1_1676238914.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6853","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092352_uploaded_image1_1676238995.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6854","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092820_uploaded_image1_1676281695.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6855","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092337_uploaded_image1_1676238443.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6856","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092325_uploaded_image1_1676238047.jpg","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6857","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4092818_uploaded_image1_1676281561.jpg","Chaussures Stan Smith","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6858","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4133970_uploaded_image1_1678806089.jpg","Souliers Moutainc Creek","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1766587022-6859","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4133421_uploaded_image1_1678787994.jpg","Sandales orthopédiques","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6860","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4133419_uploaded_image1_1678787892.jpg","Sandales orthopédiques","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6861","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4133415_uploaded_image2_1678787763.jpeg","Sandales orthopédiques","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766587022-6862","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4133160_uploaded_image3_1678756020.jpeg","Chaussures orthopédique en cuir","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766587022-6863","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4091435_uploaded_image1_1676156696.jpg","Chaussures homme","13 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6864","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4131846_uploaded_image1_1678698867.jpg","Chaussures homme","25 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587022-6865","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4089935_uploaded_image1_1676052368.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6866","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4131008_uploaded_image1_1678625107.jpg","Sandales friperie","Prix sur demande","Colobane, Dakar, Sénégal"
"1766587022-6867","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4130557_uploaded_image1_1678572679.jpg","Baskets homme","14 500CFA","Dakar, Sénégal"
"1766587022-6868","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4130424_uploaded_image1_1678564334.jpg","Mocassins homme","13 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587022-6869","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4130423_uploaded_image1_1678563933.jpg","Mocassins hommes","12 500CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587022-6870","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4130412_uploaded_image1_1678562786.jpg","Babouches hommes","8 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766587022-6871","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4089937_uploaded_image1_1676052448.jpg","Chaussures homme","15 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766587022-6872","https://sn.coinafrique.com/categorie/chaussures-homme?page=38","https://images.coinafrique.com/thumb_4089939_uploaded_image1_1676052549.jpg","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal"
